"Name","Label","Betweenness Centrality (BC)","Ranking by BC","Degree"
"starPep_00060","Peptide","705.1418091692863","852","11"
"starPep_00061","Peptide","1338.4849122172202","714","18"
"Acinetobacter junii","Target","5.58603589904945","2002","12"
"starPep_00062","Peptide","7006.507346685207","269","15"
"Paracoccus denitrificans","Target","7798.318474294987","218","5"
"Paracoccus","Target","5199.999999999998","355","2"
"Rhodobacteraceae","Target","2600.999999999999","552","2"
"Rhodobacterales","Target","0.0","2175","1"
"Drosophila melanogaster","Target","7800.228635760704","216","6"
"Drosophila","Target","5200.000000000004","315","2"
"Drosophilinae","Target","2601.000000000002","498","2"
"Drosophilidae","Target","0.0","2176","1"
"Muscomorpha","Target","5199.999999999994","366","2"
"Brachycera","Target","2600.999999999997","570","2"
"Diptera","Target","0.0","2177","1"
"starPep_00064","Peptide","114.11912200175065","1576","5"
"starPep_00065","Peptide","148.3404486758308","1459","8"
"starPep_00066","Peptide","34788.04033233342","21","47"
"Veillonella parvula","Target","10391.999999999993","184","2"
"Veillonella","Target","7796.9999999999945","258","2"
"Veillonellaceae","Target","5199.999999999996","363","2"
"Selenomonadales","Target","2600.999999999998","565","2"
"Negativicutes","Target","0.0","2178","1"
"Clostridium difficile","Target","0.0","2179","1"
"Bacteroides thetaiotaomicron","Target","0.0","2180","1"
"Neisseria meningitidis","Target","4.0749865242376835","2010","5"
"Aspergillus nidulans","Target","48.42418686575388","1838","4"
"starPep_00068","Peptide","168.19742846962103","1414","8"
"starPep_00069","Peptide","186.67259564830147","1300","7"
"starPep_00070","Peptide","1392.25505118517","704","13"
"Lactobacillus brevis","Target","14.0745572987663","1951","3"
"starPep_00071","Peptide","10609.673202485787","147","29"
"starPep_00072","Peptide","2656.7963016310673","459","23"
"starPep_00073","Peptide","11243.64388148606","143","35"
"Human ovarian","Target","29.335600055898496","1880","14"
"Human renal","Target","3.493886010377562","2015","4"
"Human colon","Target","215.06222319395192","1280","26"
"starPep_00076","Peptide","11259.400283729765","142","27"
"Morganella morganii","Target","2601.753689147741","483","3"
"Morganella","Target","0.0","2181","1"
"Citrobacter amalonaticus","Target","0.0","2182","1"
"Providencia stuartii","Target","2602.9467820501673","477","4"
"Providencia","Target","0.0","2183","1"
"starPep_00077","Peptide","2479.761493560986","584","14"
"starPep_00080","Peptide","4668.138519433892","376","19"
"Rat mast","Target","22.511255424870203","1888","11"
"Cronobacter sakazakii","Target","2602.8338408835766","479","4"
"Cronobacter","Target","0.0","2184","1"
"starPep_00081","Peptide","1417.2761267803078","702","13"
"Staphylococcus lentus","Target","14.10072563856214","1950","5"
"starPep_00082","Peptide","9508.101743768128","189","14"
"Streptococcus alactolyticus","Target","0.0","2185","1"
"Citrobacter koseri","Target","0.0","2186","1"
"Rhodotorula rubra","Target","10392.000000000007","166","2"
"Rhodotorula","Target","7797.0000000000055","227","2"
"Sporidiobolales","Target","5200.000000000004","316","2"
"Microbotryomycetes","Target","2601.000000000002","499","2"
"Pucciniomycotina","Target","0.0","2187","1"
"Corynebacterium pseudotuberculosis","Target","1.6037049954260298","2034","2"
"Mannheimia haemolytica","Target","2602.6037049954293","481","3"
"Mannheimia","Target","0.0","2188","1"
"Actinomyces israelii","Target","7797.0","241","2"
"starPep_00085","Peptide","2920.604312868211","430","20"
"Xanthomonas campestris","Target","7810.21324293659","213","6"
"Alternaria brassicola","Target","321.71010715520475","1098","3"
"starPep_00088","Peptide","1361.2574239869855","708","15"
"starPep_00089","Peptide","21866.363267728044","54","33"
"Yersinia ruckeri","Target","5.873977995246281","2001","3"
"Flavobacterium psychrophilum","Target","12984.999999999996","129","2"
"Flavobacterium","Target","10391.999999999996","181","2"
"Flavobacteriaceae","Target","7796.999999999997","251","2"
"Flavobacteriales","Target","5199.999999999998","356","2"
"Flavobacteriia","Target","2600.999999999999","553","2"
"Moraxella catarrhalis","Target","2600.999999999999","554","2"
"Moraxella","Target","0.0","2189","1"
"starPep_00093","Peptide","13210.67320248575","111","30"
"starPep_00094","Peptide","186.14993145797075","1302","6"
"starPep_00098","Peptide","96.22523309533833","1727","6"
"starPep_00099","Peptide","14082.489125356717","103","18"
"starPep_00102","Peptide","10609.673202485787","148","29"
"starPep_00103","Peptide","2714.54881607718","454","23"
"starPep_00105","Peptide","2388.5314273544554","591","13"
"starPep_00106","Peptide","2782.856639290108","437","18"
"starPep_00107","Peptide","2778.894018804498","438","18"
"starPep_00108","Peptide","0.0","2190","0"
"starPep_00111","Peptide","659.4698459760997","863","11"
"starPep_00112","Peptide","409.2442990152364","1023","6"
"starPep_00113","Peptide","261.4868192336142","1197","5"
"starPep_00114","Peptide","1020.5645259919062","768","9"
"starPep_00116","Peptide","17643.753017974686","79","29"
"starPep_00118","Peptide","11.907319762865821","1959","3"
"starPep_00119","Peptide","0.0","2191","0"
"starPep_00120","Peptide","19.676909316198305","1902","4"
"starPep_00121","Peptide","1361.2574239869855","709","15"
"starPep_00122","Peptide","1361.2574239869855","710","15"
"starPep_00124","Peptide","1984.964263042285","630","16"
"starPep_00126","Peptide","2605.1302738820914","474","13"
"Arthrobacter globiformis","Target","2616.4949027311122","470","9"
"Arthrobacter","Target","0.0","2192","1"
"starPep_00130","Peptide","1488.5212302782318","681","19"
"Aspergillus parasiticus","Target","168.37905028608282","1413","6"
"starPep_00131","Peptide","1546.6215204933876","670","18"
"Human skin","Target","591.903564951161","900","19"
"starPep_00132","Peptide","10609.673202485787","149","29"
"starPep_00134","Peptide","26334.101673935584","39","22"
"Schistosoma","Target","5205.833391374794","297","3"
"Schistosomatidae","Target","2600.999999999998","566","2"
"Strigeatida","Target","0.0","2193","1"
"Digenea","Target","10392.000000000002","172","2"
"Trematoda","Target","7797.000000000002","235","2"
"Neodermata","Target","5200.000000000001","325","2"
"Platyhelminthes","Target","2601.0000000000005","515","2"
"Platyzoa","Target","0.0","2194","1"
"Streptococcus dysgalactiae","Target","6.03460987136537","1999","3"
"starPep_00136","Peptide","759.103649652336","835","14"
"starPep_00137","Peptide","122.16617499495239","1554","3"
"starPep_00138","Peptide","114.11912200175065","1577","5"
"starPep_00139","Peptide","624.4374459162792","884","12"
"starPep_00140","Peptide","10609.673202485787","150","29"
"starPep_00141","Peptide","10609.673202485787","151","29"
"starPep_00142","Peptide","618.6036272194765","885","11"
"starPep_00143","Peptide","10577.003003701351","154","29"
"Lymantria dispar","Target","10414.68631846471","156","15"
"Lymantria","Target","7796.9999999999945","259","2"
"Lymantriini","Target","5199.999999999996","364","2"
"Lymantriinae","Target","2600.999999999998","567","2"
"Erebidae","Target","0.0","2195","1"
"Spodoptera frugiperda","Target","15684.355965818888","87","20"
"Enterococcus hirae","Target","0.0","2196","1"
"starPep_00148","Peptide","12054.630343294342","135","32"
"starPep_00156","Peptide","634.8071506832682","881","12"
"starPep_00158","Peptide","5009.730161518528","372","23"
"Ralstonia solanacearum","Target","5199.999999999998","357","2"
"Ralstonia","Target","2600.999999999999","555","2"
"starPep_00162","Peptide","107.23795420460701","1610","7"
"starPep_00173","Peptide","10609.673202485787","152","29"
"starPep_00177","Peptide","114.11912200175065","1578","5"
"starPep_00178","Peptide","750.3171066560626","844","6"
"starPep_00179","Peptide","3490.489733001136","404","8"
"Lactobacillus plantarum","Target","0.0","2197","1"
"starPep_00182","Peptide","5178.106885770051","369","19"
"starPep_00184","Peptide","2191.3245920187082","619","6"
"starPep_00185","Peptide","4304.746084200802","386","23"
"starPep_00186","Peptide","166.44925023488236","1415","8"
"starPep_00187","Peptide","1543.238229418682","671","11"
"starPep_00188","Peptide","642.408672336903","878","14"
"starPep_00189","Peptide","3019.9345492288044","424","15"
"starPep_00191","Peptide","0.0","2198","0"
"starPep_00193","Peptide","6832.339431762961","271","25"
"starPep_00195","Peptide","0.0","2199","0"
"starPep_00196","Peptide","750.3171066560626","845","6"
"starPep_00197","Peptide","0.0","2200","0"
"starPep_00200","Peptide","114.11912200175065","1579","5"
"starPep_00201","Peptide","114.11912200175065","1580","5"
"starPep_00202","Peptide","3490.489733001136","405","8"
"starPep_00204","Peptide","1318.3709426504138","716","9"
"Vancomycin-resistant enterococcus","Target","1.4079554419039122","2037","4"
"starPep_00207","Peptide","131.16235191126952","1539","6"
"Human glioblastoma","Target","32.55733564417832","1878","12"
"starPep_00212","Peptide","6272.354429505152","275","16"
"starPep_00213","Peptide","5439.629787025357","287","16"
"starPep_00214","Peptide","1530.296236563824","678","12"
"starPep_00216","Peptide","207.9499635521576","1284","7"
"starPep_00218","Peptide","3358.2706400575994","411","8"
"Streptomyces clavuligerus","Target","0.0","2201","1"
"Streptomyces","Target","5200.0","338","2"
"Streptomycetaceae","Target","2601.0","531","2"
"Streptomycineae","Target","0.0","2202","1"
"Staphylococcus warneri","Target","56.92596102280907","1822","4"
"starPep_00219","Peptide","7932.76016837419","206","19"
"Edwardsiella ictaluri","Target","2601.000000000001","506","2"
"Colorectal cancer","Target","32.80919120936635","1875","10"
"starPep_00223","Peptide","800.0078990827242","809","5"
"starPep_00224","Peptide","1927.4125305843502","635","14"
"Jurkat cancer","Target","258.6577840945935","1202","11"
"starPep_00230","Peptide","2288.3151377537424","613","3"
"starPep_00231","Peptide","331.5642827079035","1089","10"
"starPep_00232","Peptide","3303.4591916337586","414","14"
"Aspergillus terreus","Target","9.104422042459756","1973","4"
"starPep_00236","Peptide","6125.796385355993","277","22"
"Rat epithelial","Target","0.0","2203","1"
"starPep_00249","Peptide","285.90606865692814","1171","7"
"Rhizobiales","Target","0.0","2204","1"
"starPep_00261","Peptide","956.1059293342884","776","5"
"Pythiaceae","Target","5200.000000000002","320","2"
"Peronosporales","Target","2601.000000000001","507","2"
"Phycomycota","Target","0.0","2205","1"
"Myxomycota","Target","0.0","2206","1"
"Pythium","Target","7797.000000000003","231","2"
"starPep_00263","Peptide","2388.5314273544554","592","13"
"starPep_00268","Peptide","0.0","2207","0"
"starPep_00272","Peptide","237.26945330795724","1236","5"
"starPep_00275","Peptide","8.211689876378085","1977","3"
"starPep_00277","Peptide","8.211689876378085","1978","3"
"starPep_00280","Peptide","80.64065100915435","1762","3"
"starPep_00282","Peptide","1325.3113296171634","715","10"
"Human microvascular","Target","5.394820181358303","2003","7"
"Human squamous","Target","12.187706940365667","1957","8"
"starPep_00285","Peptide","2720.5789924349647","452","12"
"starPep_00286","Peptide","80.64065100915435","1763","3"
"Staphylococcus simulans","Target","5.308636079542037","2005","8"
"starPep_00291","Peptide","132.87295151260938","1537","6"
"starPep_00297","Peptide","1897.7770025150355","641","16"
"starPep_00298","Peptide","0.0","2208","0"
"starPep_00304","Peptide","87.20066836543837","1733","4"
"starPep_00307","Peptide","2334.226927762637","606","19"
"starPep_00310","Peptide","2778.894018804498","439","18"
"starPep_00329","Peptide","532.3120641572459","925","7"
"starPep_00332","Peptide","166.44925023488236","1416","8"
"starPep_00333","Peptide","87.20066836543837","1734","4"
"starPep_00337","Peptide","5698.101274087279","284","16"
"starPep_00341","Peptide","583.4248603010168","902","10"
"starPep_00342","Peptide","130.82600557697165","1541","4"
"Human epidermoid","Target","0.0","2209","1"
"starPep_00353","Peptide","367.49274120124466","1063","6"
"starPep_00354","Peptide","303.1730875964281","1120","8"
"starPep_00355","Peptide","8.211689876378085","1979","3"
"starPep_00357","Peptide","60.25560697840317","1818","4"
"starPep_00359","Peptide","674.6367873225448","857","12"
"starPep_00360","Peptide","603.604603680498","895","11"
"Gastric cancer","Target","1.8032241523172998","2033","5"
"Carnobacterium","Target","2601.000000000001","508","2"
"Carnobacteriaceae","Target","0.0","2210","1"
"Lactobacillus salivarius","Target","0.0","2211","1"
"starPep_00365","Peptide","8684.362266314109","195","21"
"starPep_00366","Peptide","454.6980747588946","982","10"
"starPep_00372","Peptide","15867.470143785025","86","34"
"Bovine erythrocytes","Target","2757.274954931318","447","14"
"starPep_00378","Peptide","114.86495746877307","1575","4"
"starPep_00381","Peptide","955.0583183735603","777","11"
"starPep_00383","Peptide","885.3501462751216","788","10"
"starPep_00384","Peptide","12480.17064103889","131","10"
"starPep_00386","Peptide","13742.464394361048","105","14"
"Streptomyces aureus","Target","7811.932479175534","211","10"
"Musca domestica","Target","18166.942742599567","71","5"
"Musca","Target","15575.99999999998","98","2"
"Muscini","Target","12984.999999999984","130","2"
"Muscinae","Target","10391.999999999987","185","2"
"Muscidae","Target","7796.999999999991","261","2"
"Listeria welshimeri","Target","0.0","2212","1"
"Rosanae","Target","18165.000000000015","74","2"
"Listeria grayi","Target","0.0","2213","1"
"Listeria seeligeri","Target","0.0","2214","1"
"Carnobacterium mobile","Target","5204.433363203576","298","4"
"Enterococcus durans","Target","0.0","2215","1"
"Weissella paramesenteroides","Target","5200.0","339","2"
"Weissella","Target","2601.0","532","2"
"starPep_00395","Peptide","4955.974402365322","373","22"
"Mouse skin","Target","8.944822602082098","1974","8"
"Human pancreatic","Target","16.996836237222222","1910","7"
"starPep_00397","Peptide","558.9333383719618","917","9"
"starPep_00402","Peptide","49.21691414061815","1837","3"
"starPep_00411","Peptide","752.6831290779494","843","6"
"Sarcina lutea","Target","10393.65163052209","158","3"
"Sarcina","Target","7796.999999999995","257","2"
"starPep_00419","Peptide","474.81132103226093","962","9"
"starPep_00420","Peptide","474.81132103226093","963","9"
"starPep_00421","Peptide","392.75199953334976","1042","12"
"starPep_00422","Peptide","80.64065100915435","1764","3"
"starPep_00428","Peptide","187.67092797292318","1297","6"
"starPep_00430","Peptide","87.20066836543837","1735","4"
"starPep_00431","Peptide","392.75199953334976","1043","12"
"starPep_00432","Peptide","392.75199953334976","1044","12"
"starPep_00436","Peptide","354.45758619834317","1073","11"
"starPep_00437","Peptide","114.88591451946913","1574","5"
"Psychrobacter","Target","0.0","2216","1"
"starPep_00441","Peptide","7624.0567142443315","263","21"
"Plesiomonas shigelloides","Target","2600.9999999999995","538","2"
"Plesiomonas","Target","0.0","2217","1"
"Corynebacterium jeikeium","Target","0.15000000000000002","2061","3"
"Streptococcus suis","Target","13.65881026829535","1952","2"
"starPep_00445","Peptide","114.11912200175065","1581","5"
"starPep_00449","Peptide","236.19277444280158","1241","8"
"starPep_00450","Peptide","224.6658209876731","1254","4"
"starPep_00455","Peptide","238.12367339344664","1229","6"
"starPep_00457","Peptide","186.67259564830147","1301","7"
"starPep_00458","Peptide","0.6999285665583403","2045","2"
"starPep_00460","Peptide","451.30906636088696","985","14"
"starPep_00462","Peptide","240.5633718552409","1227","11"
"starPep_00471","Peptide","238.12367339344664","1230","6"
"starPep_00473","Peptide","120.11802516098487","1566","5"
"starPep_00480","Peptide","156.08619641302752","1431","6"
"starPep_00483","Peptide","349.4273776727582","1076","6"
"starPep_00489","Peptide","82.65723619787029","1745","3"
"starPep_00491","Peptide","0.0","2218","1"
"starPep_00492","Peptide","4128.431022394411","391","13"
"starPep_00493","Peptide","0.0","2219","1"
"starPep_00494","Peptide","474.81132103226093","964","9"
"starPep_00496","Peptide","796.6707530919242","818","12"
"starPep_00498","Peptide","9276.061459729168","190","24"
"starPep_00502","Peptide","3574.8104023437913","401","10"
"Photobacterium damselae","Target","2602.80938980989","480","7"
"Photobacterium","Target","0.0","2220","1"
"Shewanella putrefaciens","Target","7798.809389809881","217","7"
"Shewanella","Target","5199.999999999993","368","2"
"Shewanellaceae","Target","2600.9999999999964","572","2"
"Alteromonadales","Target","0.0","2221","1"
"starPep_00506","Peptide","0.6999285665583403","2046","2"
"starPep_00507","Peptide","121.619528211685","1556","4"
"starPep_00510","Peptide","453.77880797938644","983","6"
"starPep_00512","Peptide","7871.208424593185","208","21"
"Ovine erythrocytes","Target","17.996505857293045","1908","2"
"starPep_00514","Peptide","995.7020476941333","772","11"
"starPep_00517","Peptide","2942.506567951375","429","19"
"Blood cancer","Target","50.27796645238927","1836","25"
"Streptococcus epidermidis","Target","2.992808885365793","2021","6"
"starPep_00518","Peptide","684.4952343942357","854","12"
"starPep_00519","Peptide","2421.1182844517107","589","22"
"starPep_00524","Peptide","560.6465137946064","915","8"
"starPep_00527","Peptide","1086.0061535645095","750","18"
"starPep_00528","Peptide","558.9333383719618","918","9"
"starPep_00537","Peptide","285.90606865692814","1172","7"
"starPep_00542","Peptide","2281.306377540427","614","17"
"starPep_00545","Peptide","583.4248603010168","903","10"
"starPep_00546","Peptide","231.59985914731544","1251","6"
"starPep_00552","Peptide","4569.237038860609","378","8"
"Xanthomonas arboricola","Target","3.325965042783742","2017","4"
"Xanthomonas fragariae","Target","3.325965042783742","2018","4"
"Pythium ultimum","Target","10392.000000000004","168","2"
"starPep_00559","Peptide","15311.209582431453","100","12"
"Bacillus pumilus","Target","27.783119808780516","1883","4"
"starPep_00561","Peptide","405.94883307822073","1026","10"
"starPep_00569","Peptide","424.26916149959607","1012","8"
"starPep_00570","Peptide","13206.726152146612","112","25"
"Human rhinovirus","Target","0.0","2222","1"
"starPep_00573","Peptide","2595.355601453035","573","18"
"starPep_00576","Peptide","8.211689876378085","1980","3"
"starPep_00577","Peptide","1142.5850749736499","742","9"
"starPep_00578","Peptide","9.67415914111011","1968","4"
"starPep_00592","Peptide","755.8044349349859","841","9"
"starPep_00596","Peptide","467.07405270171677","972","7"
"starPep_00599","Peptide","121.83125380270586","1555","5"
"starPep_00602","Peptide","26415.415818604008","38","31"
"Beaveria","Target","20752.124214650816","60","3"
"Troglotrematidae","Target","18165.0","77","2"
"Troglotremata","Target","15576.000000000002","93","2"
"Plagiorchiida","Target","12985.000000000002","122","2"
"Streptomyces griseus","Target","0.12421465081608549","2063","2"
"Streptomyces scabiei","Target","0.12421465081608549","2064","2"
"Shewanella oneidensis","Target","0.12421465081608549","2065","2"
"starPep_00603","Peptide","25512.776342680114","44","47"
"starPep_00605","Peptide","562.4941764071444","912","10"
"starPep_00606","Peptide","474.81132103226093","965","9"
"starPep_00607","Peptide","80.64065100915435","1765","3"
"starPep_00608","Peptide","450.18719814095493","987","6"
"starPep_00609","Peptide","2176.7796201131728","621","11"
"starPep_00610","Peptide","3426.421023344108","408","9"
"starPep_00611","Peptide","3426.421023344108","409","9"
"starPep_00617","Peptide","8.211689876378085","1981","3"
"starPep_00622","Peptide","133.50042044288145","1534","5"
"starPep_00624","Peptide","106.37002400083355","1611","4"
"starPep_00625","Peptide","8.211689876378085","1982","3"
"starPep_00627","Peptide","114.11912200175065","1582","5"
"starPep_00628","Peptide","520.0897992809653","931","7"
"starPep_00631","Peptide","87.20066836543837","1736","4"
"starPep_00632","Peptide","354.45758619834317","1074","11"
"starPep_00635","Peptide","87.20066836543837","1737","4"
"starPep_00636","Peptide","1173.9215234882302","735","12"
"starPep_00637","Peptide","1355.541312603926","712","11"
"starPep_00638","Peptide","500.20124974450584","955","9"
"starPep_00641","Peptide","8960.973802900187","193","22"
"starPep_00642","Peptide","522.237226072709","928","6"
"starPep_00643","Peptide","2462.7856863875586","586","16"
"starPep_00647","Peptide","865.4747210913483","799","9"
"starPep_00648","Peptide","2213.5254841240744","617","10"
"starPep_00655","Peptide","9.67415914111011","1969","4"
"starPep_00657","Peptide","424.26916149959607","1013","8"
"starPep_00664","Peptide","424.26916149959607","1014","8"
"starPep_00669","Peptide","114.11912200175065","1583","5"
"starPep_00681","Peptide","392.75199953334976","1045","12"
"starPep_00683","Peptide","82.65723619787029","1746","3"
"starPep_00686","Peptide","562.4941764071444","913","10"
"starPep_00688","Peptide","577.9497744096086","907","4"
"starPep_00691","Peptide","106.37002400083355","1612","4"
"starPep_00694","Peptide","114.11912200175065","1584","5"
"Human mast","Target","12.897163220203364","1953","11"
"starPep_00702","Peptide","1963.6044331093733","634","17"
"starPep_00704","Peptide","883.1691077225927","791","7"
"starPep_00706","Peptide","523.3805989445693","926","6"
"starPep_00711","Peptide","392.75199953334976","1046","12"
"starPep_00714","Peptide","8.211689876378085","1983","3"
"starPep_00715","Peptide","756.6493143093018","836","6"
"starPep_00716","Peptide","417.6177881697737","1017","6"
"starPep_00717","Peptide","348.1132995899188","1077","6"
"starPep_00718","Peptide","164.92282266080392","1417","6"
"starPep_00721","Peptide","114.11912200175065","1585","5"
"starPep_00722","Peptide","137.56723479830444","1526","6"
"starPep_00723","Peptide","175.39335447772274","1337","8"
"starPep_00725","Peptide","175.39335447772274","1338","8"
"starPep_00728","Peptide","2818.1871878630586","435","19"
"starPep_00731","Peptide","2317.8081487148193","610","18"
"starPep_00733","Peptide","426.57391500789504","1009","7"
"Lactobacillus paracasei","Target","0.0","2223","1"
"starPep_00737","Peptide","1053.4414239085606","762","15"
"starPep_00738","Peptide","3667.8667490012795","399","8"
"starPep_00739","Peptide","6950.743116375149","270","19"
"Rhodococcus equi","Target","0.0","2224","1"
"Rhodococcus","Target","0.0","2225","1"
"Human papillomavirus","Target","0.0","2226","1"
"starPep_00747","Peptide","500.6140983887821","948","7"
"starPep_00751","Peptide","132.9249628325063","1535","5"
"starPep_00752","Peptide","82.65723619787029","1747","3"
"starPep_00754","Peptide","240.5633718552409","1228","11"
"starPep_00755","Peptide","1568.4586558957344","667","15"
"starPep_00756","Peptide","1683.1686031659333","658","17"
"Aeromonas sobria","Target","2.306536119577317","2027","4"
"starPep_00757","Peptide","4397.547315445452","382","9"
"starPep_00758","Peptide","474.81132103226093","966","9"
"starPep_00759","Peptide","424.26916149959607","1015","8"
"starPep_00760","Peptide","675.9735992707144","855","11"
"Chicken erythrocytes","Target","7803.826572649515","215","6"
"starPep_00766","Peptide","572.9734515966887","911","6"
"starPep_00767","Peptide","22465.4409744677","52","29"
"starPep_00769","Peptide","0.6999285665583403","2047","2"
"starPep_00771","Peptide","80.64065100915435","1766","3"
"starPep_00772","Peptide","574.8029766611583","909","14"
"starPep_00773","Peptide","415.3618048522457","1018","7"
"starPep_00774","Peptide","367.49274120124466","1064","6"
"starPep_00777","Peptide","367.49274120124466","1065","6"
"starPep_00782","Peptide","106.37002400083355","1613","4"
"starPep_00783","Peptide","106.37002400083355","1614","4"
"starPep_00784","Peptide","522.237226072709","929","6"
"starPep_00786","Peptide","301.36051391226704","1121","5"
"starPep_00787","Peptide","301.36051391226704","1122","5"
"starPep_00788","Peptide","301.36051391226704","1123","5"
"starPep_00789","Peptide","301.36051391226704","1124","5"
"starPep_00790","Peptide","209.47283674889624","1283","9"
"starPep_00791","Peptide","1340.6584865337838","713","18"
"starPep_00793","Peptide","316.55827570936907","1101","7"
"starPep_00794","Peptide","2346.1283014078554","595","7"
"starPep_00795","Peptide","27639.691943196816","35","26"
"Saccharibacillus kuerlensis","Target","5200.000000000002","321","2"
"Saccharibacillus","Target","2601.000000000001","509","2"
"Paenibacillaceae","Target","0.0","2227","1"
"Sphingobacterium siyangense","Target","10392.000000000004","169","2"
"Sphingobacterium","Target","7797.000000000003","232","2"
"Sphingobacteriaceae","Target","5200.000000000002","322","2"
"Sphingobacteriales","Target","2601.000000000001","510","2"
"Sphingobacteriia","Target","0.0","2228","1"
"Pseudomonas luteola","Target","0.0","2229","1"
"starPep_00798","Peptide","311.11350687875205","1104","11"
"starPep_00803","Peptide","1665.777428673199","661","11"
"starPep_00813","Peptide","769.6363853953602","827","15"
"starPep_00816","Peptide","3574.8104023437913","402","10"
"Entamoeba","Target","12985.000000000016","115","2"
"Entamoebidae","Target","10392.000000000013","160","2"
"starPep_00822","Peptide","885.3501462751216","789","10"
"starPep_00828","Peptide","114.11912200175065","1586","5"
"starPep_00834","Peptide","522.237226072709","930","6"
"Pseudomonas stutzeri","Target","0.0","2230","1"
"starPep_00839","Peptide","5201.248596771217","301","33"
"starPep_00841","Peptide","21025.652227274157","58","24"
"Arcyria cinerea","Target","15576.0","96","2"
"Arcyria","Target","12985.0","127","2"
"Trichiaceae","Target","10392.0","177","2"
"Trichiales","Target","7797.0","242","2"
"Endosporeae","Target","5200.0","340","2"
"Myxomycetes","Target","2601.0","533","2"
"starPep_00843","Peptide","26632.51780935817","36","19"
"Ureaplasma canigenitalium","Target","0.0","2231","1"
"Ureaplasma","Target","7797.0","243","2"
"Ureaplasma urealyticum","Target","10392.0","178","2"
"Dog erythrocytes","Target","2631.022473193821","466","5"
"starPep_00846","Peptide","474.81132103226093","967","9"
"starPep_00848","Peptide","0.0","2232","1"
"starPep_00849","Peptide","1599.7103190442294","663","17"
"starPep_00856","Peptide","245.24286087313658","1219","8"
"starPep_00857","Peptide","1122.796572525633","745","7"
"starPep_00858","Peptide","1018.893241010048","769","6"
"starPep_00859","Peptide","467.07405270171677","973","7"
"starPep_00861","Peptide","614.8251731646577","886","12"
"Enterobacter faecalis","Target","22.0468602204552","1896","9"
"starPep_00862","Peptide","4569.237038860609","379","8"
"starPep_00864","Peptide","1359.7727546502074","711","12"
"starPep_00865","Peptide","8.211689876378085","1984","3"
"starPep_00874","Peptide","4569.237038860609","380","8"
"starPep_00879","Peptide","336.2010332845485","1085","11"
"starPep_00880","Peptide","0.0","2233","0"
"starPep_00883","Peptide","0.0","2234","1"
"starPep_00886","Peptide","1256.8528622537488","721","20"
"starPep_00887","Peptide","562.4941764071444","914","10"
"starPep_00894","Peptide","8268.125926294995","200","7"
"starPep_00920","Peptide","80.64065100915435","1767","3"
"starPep_00926","Peptide","467.07405270171677","974","7"
"starPep_00928","Peptide","13558.919429214904","106","10"
"Erysipelothrix rhusiopathiae","Target","10392.000000000018","159","2"
"Erysipelothrix","Target","7797.000000000014","221","2"
"Erysipelotrichaceae","Target","5200.000000000009","304","2"
"Erysipelotrichales","Target","2601.0000000000045","484","2"
"Erysipelotrichia","Target","0.0","2235","1"
"starPep_00940","Peptide","71.9201448210842","1790","4"
"starPep_00941","Peptide","80.64065100915435","1768","3"
"starPep_00950","Peptide","80.64065100915435","1769","3"
"starPep_00958","Peptide","28121.313726043994","33","28"
"Pichia membranaefaciens","Target","0.0","2236","1"
"Oenococcus oeni","Target","2600.9999999999986","561","2"
"Oenococcus","Target","0.0","2237","1"
"Lactobacillus hilgardii","Target","0.0","2238","1"
"Pediococcus damnosus","Target","0.0","2239","1"
"starPep_00961","Peptide","71.9201448210842","1791","4"
"Psychrobacter faecalis","Target","2610.029065366028","472","9"
"Rhodococcus rhodochrous","Target","2610.029065366028","473","9"
"Serratia rubidaea","Target","1.5","2036","6"
"starPep_00973","Peptide","0.0","2240","0"
"starPep_00984","Peptide","3463.8270559518214","407","13"
"starPep_00985","Peptide","71.9201448210842","1792","4"
"starPep_00989","Peptide","885.3501462751216","790","10"
"starPep_00995","Peptide","9.67415914111011","1970","4"
"starPep_00999","Peptide","82.65723619787029","1748","3"
"starPep_01004","Peptide","348.1132995899188","1078","6"
"starPep_01011","Peptide","0.6999285665583403","2048","2"
"starPep_01013","Peptide","9141.85843989827","192","31"
"starPep_01018","Peptide","3269.2327594634553","415","14"
"starPep_01021","Peptide","114.11912200175065","1587","5"
"starPep_01031","Peptide","82.65723619787029","1749","3"
"starPep_01032","Peptide","2965.969354326397","428","7"
"starPep_01035","Peptide","235.67164506600295","1242","5"
"starPep_01036","Peptide","0.0","2241","0"
"starPep_01040","Peptide","348.1132995899188","1079","6"
"starPep_01061","Peptide","348.1132995899188","1080","6"
"starPep_01062","Peptide","640.1514135910596","880","7"
"starPep_01063","Peptide","750.3171066560626","846","6"
"starPep_01064","Peptide","348.1132995899188","1081","6"
"starPep_01066","Peptide","1127.7802513225595","744","15"
"starPep_01069","Peptide","175.39335447772274","1339","8"
"starPep_01073","Peptide","313.2566463988554","1103","6"
"starPep_01075","Peptide","0.0","2242","0"
"starPep_01084","Peptide","313.981418204326","1102","6"
"starPep_01097","Peptide","424.26916149959607","1016","8"
"starPep_01098","Peptide","1770.8902553709054","651","9"
"starPep_01105","Peptide","99.7226218471936","1696","4"
"starPep_01106","Peptide","5983.81438671501","280","15"
"starPep_01109","Peptide","414.38223441491095","1019","10"
"starPep_01110","Peptide","414.38223441491095","1020","10"
"starPep_01111","Peptide","106.37002400083355","1615","4"
